,Body (HTML),Variant Inventory Qty,Variant Grams,Image Src,Status,description,CategoryName,Variant Compare At Price,Variant Price,Custom Product Type,First,Second,Third,Fourth,Title,added_by,Vendor,Image Alt Text,SEO Title,SEO Description,Published,Variant Inventory Tracker,Tags,Standard Product Type,,Handle
Foldable Wardrobe Closet Storage Organizer Clothes Rack 130 x 45 x 175cm,"<ul>
	<li>Brand: HCX</li>
	<li>Model:88130A</li>
	<li>Material:Cloth, Stainless Steel</li>
	<li>Occasion: Bed room, living room etc.</li>
	<li>Features: Detachable, Foldable, Light weight, Dust proof</li>
	<li>Approximate dimensions(L*B*H): 130 x 45 x 175 (in cm)</li>
	<li>Weight: about 3.5 kg</li>
	<li>Quick and easy installation</li>
	<li>Keep your home neat and organized</li>
	<li>Design: Simple Portable and lightweight. Spacious shelves and a hanging rod for longer outfit</li>
	<li>Note: Due to the difference between different monitors, the picture may not reflect the actual color of the item. We guarantee the style is the same as shown in the pictures.</li>
</ul>_.",7,3.5,https://static-01.daraz.com.np/p/fef72ff46889d7773ffa5be46afd3bd0.jpg,inactive,.,Furniture & Décor / Storage & Organisation / Wardrobe Organisers,2800,2199,Furniture & Décor ,Furniture & Décor , Storage & Organisation , Wardrobe Organisers,,Foldable Wardrobe Closet Storage Organizer Clothes Rack 130 x 45 x 175cm,seller,A&A readymade,Foldable Wardrobe Closet Storage Organizer Clothes Rack 130 x 45 x 175cm price in Nepal,Foldable Wardrobe Closet Storage Organizer Clothes Rack 130 x 45 x 175cm price in Nepal,"<ul>
	<li>Brand: HCX</li>
	<li>Model:88130A</li>
	<li>Material:Cloth, Stainless Steel</li>
	<li>Occasion: Bed room, living room etc.</li>
	<li>Features: Detachable, Foldable, Light weight, Dust proof</li>
	<li>Approximate dimensions(L*B*H): 130 x 45 x 175 (in cm)</li>
	<li>Weight: about 3.5 kg</li>
	<li>Quick and easy installation</li>
	<li>Keep your home neat and organized</li>
	<li>Design: Simple Portable and lightweight. Spacious shelves and a hanging rod for longer outfit</li>
	<li>Note: Due to the difference between different monitors, the picture may not reflect the actual color of the item. We guarantee the style is the same as shown in the pictures.</li>
</ul>",TRUE,shopify,"Furniture & Décor , Storage & Organisation , Wardrobe Organisers,",,49230,Foldable Wardrobe Closet Storage Organizer Clothes Rack 130 x 45 x 175cm49230
Foldable Wardrobe With Shoe Rack,"<ul>
	<li>Model:YW70/GDX-LF125A</li>
	<li>Material: Plastic, Stainless steel</li>
	<li>Fruit and Floral Printed</li>
	<li>With Shoe Rack at Bottom</li>
	<li>Dimension(L x B x H cm):108 x 46 x 158</li>
	<li>Weight: 2.5 Kg</li>
</ul>_<p style=""margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><span>Keep your home neat and organized. </span></p><p style=""margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><span>Adding more space for your clothes and accessories. </span></p><p style=""margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><span>Spacious shelves and a hanging rod for longer outfits.</span></p><p style=""margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><span>Space to store bags, shoes and accessories on the bottom.</span></p>",96,2.5,https://static-01.daraz.com.np/p/5e089f3310f582ce744a1d41ad388ddb.jpg,inactive,"<p style=""margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><span>Keep your home neat and organized. </span></p><p style=""margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><span>Adding more space for your clothes and accessories. </span></p><p style=""margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><span>Spacious shelves and a hanging rod for longer outfits.</span></p><p style=""margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><span>Space to store bags, shoes and accessories on the bottom.</span></p>",Furniture & Décor / Storage & Organisation / Wardrobe Organisers,,2200,Furniture & Décor ,Furniture & Décor , Storage & Organisation , Wardrobe Organisers,,Foldable Wardrobe With Shoe Rack,seller,A&A readymade,Foldable Wardrobe With Shoe Rack price in Nepal,Foldable Wardrobe With Shoe Rack price in Nepal,"<ul>
	<li>Model:YW70/GDX-LF125A</li>
	<li>Material: Plastic, Stainless steel</li>
	<li>Fruit and Floral Printed</li>
	<li>With Shoe Rack at Bottom</li>
	<li>Dimension(L x B x H cm):108 x 46 x 158</li>
	<li>Weight: 2.5 Kg</li>
</ul>",TRUE,shopify,"Furniture & Décor , Storage & Organisation , Wardrobe Organisers,",,49231,Foldable Wardrobe With Shoe Rack49231
Foldable Wardrobe With Shoe Rack,"<ul>
	<li>Model:YW70/GDX-LF125A</li>
	<li>Material: Plastic, Stainless steel</li>
	<li>Fruit and Floral Printed</li>
	<li>With Shoe Rack at Bottom</li>
	<li>Dimension(L x B x H cm):108 x 46 x 158</li>
	<li>Weight: 2.5 Kg</li>
</ul>_<p style=""margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><span>Keep your home neat and organized. </span></p><p style=""margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><span>Adding more space for your clothes and accessories. </span></p><p style=""margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><span>Spacious shelves and a hanging rod for longer outfits.</span></p><p style=""margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><span>Space to store bags, shoes and accessories on the bottom.</span></p>",100,2.5,https://static-01.daraz.com.np/p/8c58fa11b92a815726692f0627750e1b.jpg,inactive,"<p style=""margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><span>Keep your home neat and organized. </span></p><p style=""margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><span>Adding more space for your clothes and accessories. </span></p><p style=""margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><span>Spacious shelves and a hanging rod for longer outfits.</span></p><p style=""margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><span>Space to store bags, shoes and accessories on the bottom.</span></p>",Furniture & Décor / Storage & Organisation / Wardrobe Organisers,,2200,Furniture & Décor ,Furniture & Décor , Storage & Organisation , Wardrobe Organisers,,Foldable Wardrobe With Shoe Rack,seller,A&A readymade,Foldable Wardrobe With Shoe Rack price in Nepal,Foldable Wardrobe With Shoe Rack price in Nepal,"<ul>
	<li>Model:YW70/GDX-LF125A</li>
	<li>Material: Plastic, Stainless steel</li>
	<li>Fruit and Floral Printed</li>
	<li>With Shoe Rack at Bottom</li>
	<li>Dimension(L x B x H cm):108 x 46 x 158</li>
	<li>Weight: 2.5 Kg</li>
</ul>",TRUE,shopify,"Furniture & Décor , Storage & Organisation , Wardrobe Organisers,",,49232,Foldable Wardrobe With Shoe Rack49232
Foldable Wardrobe With Shoe Rack,"<ul>
	<li>Model:YW70/GDX-LF125A</li>
	<li>Material: Plastic, Stainless steel</li>
	<li>Fruit and Floral Printed</li>
	<li>With Shoe Rack at Bottom</li>
	<li>Dimension(L x B x H cm):108 x 46 x 158</li>
	<li>Weight: 2.5 Kg</li>
</ul>_<p style=""margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><span>Keep your home neat and organized. </span></p><p style=""margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><span>Adding more space for your clothes and accessories. </span></p><p style=""margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><span>Spacious shelves and a hanging rod for longer outfits.</span></p><p style=""margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><span>Space to store bags, shoes and accessories on the bottom.</span></p>",99,2.5,https://static-01.daraz.com.np/p/ae1db98d4c3cf74046032adf45eae819.jpg,inactive,"<p style=""margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><span>Keep your home neat and organized. </span></p><p style=""margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><span>Adding more space for your clothes and accessories. </span></p><p style=""margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><span>Spacious shelves and a hanging rod for longer outfits.</span></p><p style=""margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><span>Space to store bags, shoes and accessories on the bottom.</span></p>",Furniture & Décor / Storage & Organisation / Wardrobe Organisers,,2200,Furniture & Décor ,Furniture & Décor , Storage & Organisation , Wardrobe Organisers,,Foldable Wardrobe With Shoe Rack,seller,A&A readymade,Foldable Wardrobe With Shoe Rack price in Nepal,Foldable Wardrobe With Shoe Rack price in Nepal,"<ul>
	<li>Model:YW70/GDX-LF125A</li>
	<li>Material: Plastic, Stainless steel</li>
	<li>Fruit and Floral Printed</li>
	<li>With Shoe Rack at Bottom</li>
	<li>Dimension(L x B x H cm):108 x 46 x 158</li>
	<li>Weight: 2.5 Kg</li>
</ul>",TRUE,shopify,"Furniture & Décor , Storage & Organisation , Wardrobe Organisers,",,49233,Foldable Wardrobe With Shoe Rack49233
Foldable Bed/Laptop Table Without Cup holder (Will be Sent in Random colors),"<p>&nbsp;</p>

<ul>
	<li>VERSATILITY TABLE: It acts as a multifunctional table in daylife .This Laptop Table is the perfect lap desk for work, games, reading, eating and school all from the comfort of your bed, sofa or couch.</li>
	<li>PRE-ASSEMBLED &amp; SMART DESIGN: No assembly required, it is ready to go right out of the box! The laptop desk comes with store slot, you can easily put your phone, tablet into the slot provided so you can monitor your devices for any incoming messages/calls while you work away on your laptop or read a book.</li>
	<li>FOLD OUT DESIGN -SAVING SPACES! FOLDING SIZE: Easy to fold out, you could put it behind the door or the corner of home when not in use.</li>
	<li>NON-SLIP BOTTOM DESIGN- KEEP STABLE! The prevent slippery of desk&#39;s legs on the bottom keep your laptop safe while tilted, and provide you comfort and stability while using.</li>
	<li>INNOVATIVE GIFT IDEA FOR YOUR LOVED ONES! Instead of usual, and more conventional choices, you can stand out from the crowd and offer to the people you love a super practical and smart accessory that they will love! Our bed table is a present that will save them time, space, and make their life more comfortable!</li>
	<li>Size: 60x40x28cm</li>
	<li>No cup holder</li>
	<li>Comes&nbsp;in Assorted Random Colors: Black, Brown, Pink, Green or White wood</li>
	<li>Please understand that delivering these tables are hard and might end up in small scratches. If you cannot accept the minor flaws, please dont order.</li>
</ul>",2,1,https://static-01.daraz.com.np/p/2801c7462b94ae022aec7fbd421492cf.jpg,inactive,,Furniture & Décor / Furniture / Home Office Furniture / Laptop Tables,1125,849,Furniture & Décor ,Furniture & Décor , Furniture , Home Office Furniture , Laptop Tables,Foldable Bed/Laptop Table Without Cup holder (Will be Sent in Random colors),seller,A&A readymade,Foldable Bed/Laptop Table Without Cup holder (Will be Sent in Random colors) price in Nepal,Foldable Bed/Laptop Table Without Cup holder (Will be Sent in Random colors) price in Nepal,"<p>&nbsp;</p>

<ul>
	<li>VERSATILITY TABLE: It acts as a multifunctional table in daylife .This Laptop Table is the perfect lap desk for work, games, reading, eating and school all from the comfort of your bed, sofa or couch.</li>
	<li>PRE-ASSEMBLED &amp; SMART DESIGN: No assembly required, it is ready to go right out of the box! The laptop desk comes with store slot, you can easily put your phone, tablet into the slot provided so you can monitor your devices for any incoming messages/calls while you work away on your laptop or read a book.</li>
	<li>FOLD OUT DESIGN -SAVING SPACES! FOLDING SIZE: Easy to fold out, you could put it behind the door or the corner of home when not in use.</li>
	<li>NON-SLIP BOTTOM DESIGN- KEEP STABLE! The prevent slippery of desk&#39;s legs on the bottom keep your laptop safe while tilted, and provide you comfort and stability while using.</li>
	<li>INNOVATIVE GIFT IDEA FOR YOUR LOVED ONES! Instead of usual, and more conventional choices, you can stand out from the crowd and offer to the people you love a super practical and smart accessory that they will love! Our bed table is a present that will save them time, space, and make their life more comfortable!</li>
	<li>Size: 60x40x28cm</li>
	<li>No cup holder</li>
	<li>Comes&nbsp;in Assorted Random Colors: Black, Brown, Pink, Green or White wood</li>
	<li>Please understand that delivering these tables are hard and might end up in small scratches. If you cannot accept the minor flaws, please dont order.</li>
</ul>",TRUE,shopify,"Furniture & Décor , Furniture , Home Office Furniture , Laptop Tables",,49234,Foldable Bed/Laptop Table Without Cup holder (Will be Sent in Random colors)49234
Multipurpose Laptop Table/ Bed Table With Cup Holder (Colors will be sent in random),"<ul>
	<li>VERSATILITY TABLE: It acts as a multifunctional table in daylife .This Laptop Table is the perfect lap desk for work, games, reading, eating and school all from the comfort of your bed, sofa or couch.</li>
	<li>PRE-ASSEMBLED &amp; SMART DESIGN: No assembly required, it is ready to go right out of the box! The laptop desk comes with store slot, you can easily put your phone, tablet into the slot provided so you can monitor your devices for any incoming messages/calls while you work away on your laptop or read a book.</li>
	<li>FOLD OUT DESIGN -SAVING SPACES! FOLDING SIZE:&nbsp;Easy to fold out, you could put it behind the door or the corner of home when not in use.</li>
	<li>NON-SLIP BOTTOM DESIGN- KEEP STABLE! The prevent slippery of desk&#39;s legs on the bottom keep your laptop safe while tilted, and provide you comfort and stability while using.</li>
	<li>INNOVATIVE GIFT IDEA FOR YOUR LOVED ONES! Instead of usual, and more conventional choices, you can stand out from the crowd and offer to the people you love a super practical and smart accessory that they will love! Our bed table is a present that will save them time, space, and make their life more comfortable!</li>
	<li>Size:&nbsp;60x40x28cm</li>
	<li>Comes in Assorted Colors: Black, Brown, Pink, Green or&nbsp;White wood</li>
</ul>_<div></div>",0,1,https://static-01.daraz.com.np/p/d8d46888436d7824bcfcbffd77a3b5c6.jpg,inactive,<div></div>,Furniture & Décor / Furniture / Home Office Furniture / Laptop Tables,1250,849,Furniture & Décor ,Furniture & Décor , Furniture , Home Office Furniture , Laptop Tables,Multipurpose Laptop Table/ Bed Table With Cup Holder (Colors will be sent in random),seller,A&A readymade,Multipurpose Laptop Table/ Bed Table With Cup Holder (Colors will be sent in random) price in Nepal,Multipurpose Laptop Table/ Bed Table With Cup Holder (Colors will be sent in random) price in Nepal,"<ul>
	<li>VERSATILITY TABLE: It acts as a multifunctional table in daylife .This Laptop Table is the perfect lap desk for work, games, reading, eating and school all from the comfort of your bed, sofa or couch.</li>
	<li>PRE-ASSEMBLED &amp; SMART DESIGN: No assembly required, it is ready to go right out of the box! The laptop desk comes with store slot, you can easily put your phone, tablet into the slot provided so you can monitor your devices for any incoming messages/calls while you work away on your laptop or read a book.</li>
	<li>FOLD OUT DESIGN -SAVING SPACES! FOLDING SIZE:&nbsp;Easy to fold out, you could put it behind the door or the corner of home when not in use.</li>
	<li>NON-SLIP BOTTOM DESIGN- KEEP STABLE! The prevent slippery of desk&#39;s legs on the bottom keep your laptop safe while tilted, and provide you comfort and stability while using.</li>
	<li>INNOVATIVE GIFT IDEA FOR YOUR LOVED ONES! Instead of usual, and more conventional choices, you can stand out from the crowd and offer to the people you love a super practical and smart accessory that they will love! Our bed table is a present that will save them time, space, and make their life more comfortable!</li>
	<li>Size:&nbsp;60x40x28cm</li>
	<li>Comes in Assorted Colors: Black, Brown, Pink, Green or&nbsp;White wood</li>
</ul>",TRUE,shopify,"Furniture & Décor , Furniture , Home Office Furniture , Laptop Tables",,49235,Multipurpose Laptop Table/ Bed Table With Cup Holder (Colors will be sent in random)49235
Cartoon Baby Chair Strong Steel and Plastic,"<ul>
	<li>High Quality Steel Chair for Kids With PP plastic</li>
	<li>Foamed Seat for comfort</li>
	<li>Attractive and affordable</li>
	<li>Perfect for small kids and toddlers</li>
</ul>

<p>&nbsp;</p>",45,1,https://static-01.daraz.com.np/p/bdf74ac739d420f80a2ed638b63338f9.jpg,active,,Furniture & Décor / Furniture / Kids Furniture / Kids Chairs,1200,999,Furniture & Décor ,Furniture & Décor , Furniture , Kids Furniture , Kids Chairs,Cartoon Baby Chair Strong Steel and Plastic,seller,A&A readymade,Cartoon Baby Chair Strong Steel and Plastic price in Nepal,Cartoon Baby Chair Strong Steel and Plastic price in Nepal,"<ul>
	<li>High Quality Steel Chair for Kids With PP plastic</li>
	<li>Foamed Seat for comfort</li>
	<li>Attractive and affordable</li>
	<li>Perfect for small kids and toddlers</li>
</ul>

<p>&nbsp;</p>",TRUE,shopify,"Furniture & Décor , Furniture , Kids Furniture , Kids Chairs",,49236,Cartoon Baby Chair Strong Steel and Plastic49236
Cartoon Baby Chair Strong Steel and Plastic,"<ul>
	<li>High Quality Steel Chair for Kids With PP plastic</li>
	<li>Foamed Seat for comfort</li>
	<li>Attractive and affordable</li>
	<li>Perfect for small kids and toddlers</li>
</ul>

<p>&nbsp;</p>",43,1,https://static-01.daraz.com.np/p/f8cfca6f290895d4ae320420a83ba153.jpg,active,,Furniture & Décor / Furniture / Kids Furniture / Kids Chairs,1200,999,Furniture & Décor ,Furniture & Décor , Furniture , Kids Furniture , Kids Chairs,Cartoon Baby Chair Strong Steel and Plastic,seller,A&A readymade,Cartoon Baby Chair Strong Steel and Plastic price in Nepal,Cartoon Baby Chair Strong Steel and Plastic price in Nepal,"<ul>
	<li>High Quality Steel Chair for Kids With PP plastic</li>
	<li>Foamed Seat for comfort</li>
	<li>Attractive and affordable</li>
	<li>Perfect for small kids and toddlers</li>
</ul>

<p>&nbsp;</p>",TRUE,shopify,"Furniture & Décor , Furniture , Kids Furniture , Kids Chairs",,49237,Cartoon Baby Chair Strong Steel and Plastic49237
Laundry sorter,<ul><li>laundry sorter of sturdy plastic frame with light weight. Rolls smoothly on extra wide casters.</li></ul>,50,3,https://np-live-21.slatic.net/kf/S67aa17c77e3f474aaf8ca587239d22c0v.jpg,active,,Furniture & Décor / Storage & Organisation / Space Savers,,1800,Furniture & Décor ,Furniture & Décor , Storage & Organisation , Space Savers,,Laundry sorter,seller,A&A readymade,Laundry sorter price in Nepal,Laundry sorter price in Nepal,<ul><li>laundry sorter of sturdy plastic frame with light weight. Rolls smoothly on extra wide casters.</li></ul>,TRUE,shopify,"Furniture & Décor , Storage & Organisation , Space Savers,",,49238,Laundry sorter49238
Multipurpose Folding Shelf / Rack,"<ul>
	<li>Easy assembling and dissembling</li>
	<li>Multipurpose foldable shelf perfect for clothes, bags, accessories, and much more</li>
	<li>Metal based layers that ensures extreme durablitiy</li>
	<li>Non-woven cloth cover with zippers for dust and moist protection</li>
	<li>Colors available: Brown, maroon and blue</li>
</ul>",50,2,https://static-01.daraz.com.np/p/bd44e19efc5e2d42f9c03982bde5f007.jpg,active,,Furniture & Décor / Storage & Organisation / Space Savers,3000,2850,Furniture & Décor ,Furniture & Décor , Storage & Organisation , Space Savers,,Multipurpose Folding Shelf / Rack,seller,A&A readymade,Multipurpose Folding Shelf / Rack price in Nepal,Multipurpose Folding Shelf / Rack price in Nepal,"<ul>
	<li>Easy assembling and dissembling</li>
	<li>Multipurpose foldable shelf perfect for clothes, bags, accessories, and much more</li>
	<li>Metal based layers that ensures extreme durablitiy</li>
	<li>Non-woven cloth cover with zippers for dust and moist protection</li>
	<li>Colors available: Brown, maroon and blue</li>
</ul>",TRUE,shopify,"Furniture & Décor , Storage & Organisation , Space Savers,",,49239,Multipurpose Folding Shelf / Rack49239
laundry sorter,<ul><li>Laundry Sorter of sturdy plastic frame can roll smoothly on extra wide casters</li></ul>,50,3,https://static-01.daraz.com.np/p/e4a093839a42dcadc538b0a6c23e0d1b.jpg,active,,Furniture & Décor / Storage & Organisation / Space Savers,,2250,Furniture & Décor ,Furniture & Décor , Storage & Organisation , Space Savers,,laundry sorter,seller,A&A readymade,laundry sorter price in Nepal,laundry sorter price in Nepal,<ul><li>Laundry Sorter of sturdy plastic frame can roll smoothly on extra wide casters</li></ul>,TRUE,shopify,"Furniture & Décor , Storage & Organisation , Space Savers,",,49240,laundry sorter49240
Foldable Wardrobe / Cabinet with Curtained Cover,"<p>◽ Easy assembling/ dissembling<br />
◽ Simple and lightweight<br />
◽ Great storage unit to keep your room neat and organized<br />
◽ Spacious and easy maintenance<br />
◽&nbsp;Durable steel pipes<br />
◽ A dustproof non-woven cloth door that also acts like a curtain, provides a great look<br />
◽ Zippers to ensure more dust and humid protection<br />
◽ Contains a cloth hanger as well to hang up your outfits</p>",200,3,https://np-live-21.slatic.net/kf/S2742921df7154a8c92b6521b305fbbd6W.jpg,active,,Furniture & Décor / Storage & Organisation / Space Savers,3000,2850,Furniture & Décor ,Furniture & Décor , Storage & Organisation , Space Savers,,Foldable Wardrobe / Cabinet with Curtained Cover,seller,A&A readymade,Foldable Wardrobe / Cabinet with Curtained Cover price in Nepal,Foldable Wardrobe / Cabinet with Curtained Cover price in Nepal,"<p>◽ Easy assembling/ dissembling<br />
◽ Simple and lightweight<br />
◽ Great storage unit to keep your room neat and organized<br />
◽ Spacious and easy maintenance<br />
◽&nbsp;Durable steel pipes<br />
◽ A dustproof non-woven cloth door that also acts like a curtain, provides a great look<br />
◽ Zippers to ensure more dust and humid protection<br />
◽ Contains a cloth hanger as well to hang up your outfits</p>",TRUE,shopify,"Furniture & Décor , Storage & Organisation , Space Savers,",,49241,Foldable Wardrobe / Cabinet with Curtained Cover49241
"Multipurpose Adjustable Rack for Cosmetics, Kitchen, Makeup and Salon","<ul>
	<li>Multipurpose Space Saving Rack</li>
	<li>Perfect for storing toys, beauty products, food stock</li>
	<li>PP plastic, easy maintenance and cleaning</li>
	<li>Adjustable&nbsp;</li>
	<li>Easy Assembling</li>
	<li>Can be easily stretched out or closed together as&nbsp;needed&nbsp;</li>
	<li>Available in Baby pink, Red, and White color</li>
</ul>",20,2,https://static-01.daraz.com.np/p/99983ee175962a236b42f42403c2a102.png,active,,Furniture & Décor / Storage & Organisation / Storage Bins & Baskets,3500,2200,Furniture & Décor ,Furniture & Décor , Storage & Organisation , Storage Bins & Baskets,,"Multipurpose Adjustable Rack for Cosmetics, Kitchen, Makeup and Salon",seller,A&A readymade,"Multipurpose Adjustable Rack for Cosmetics, Kitchen, Makeup and Salon price in Nepal","Multipurpose Adjustable Rack for Cosmetics, Kitchen, Makeup and Salon price in Nepal","<ul>
	<li>Multipurpose Space Saving Rack</li>
	<li>Perfect for storing toys, beauty products, food stock</li>
	<li>PP plastic, easy maintenance and cleaning</li>
	<li>Adjustable&nbsp;</li>
	<li>Easy Assembling</li>
	<li>Can be easily stretched out or closed together as&nbsp;needed&nbsp;</li>
	<li>Available in Baby pink, Red, and White color</li>
</ul>",TRUE,shopify,"Furniture & Décor , Storage & Organisation , Storage Bins & Baskets,",,49242,"Multipurpose Adjustable Rack for Cosmetics, Kitchen, Makeup and Salon49242"
Huge Laundry Sorter/ Basket With Wheels And Single Compartment,"<ul>
	<li>Thick cloth material and solid pipes that ensure extreme durability</li>
	<li>Wheels for easier mobility</li>
	<li>Attractive patterns that look good in every part of the house</li>
	<li>Large/Spacious, easily fits in a lot of dirty laundry</li>
	<li>Lightweight, easy to assemble</li>
	<li>Rolls smoothly on extra wide casters</li>
	<li>Comes in random patterns</li>
	<li>Material not to be confused with the cheaper wired ones available in the market. This product is of extreme good quality.</li>
	<li>Size:&nbsp;55*32*73 cm</li>
</ul>_<div></div>",50,1,https://static-01.daraz.com.np/p/d782433de95fc9743491cd14fe67c2af.jpg,active,<div></div>,Furniture & Décor / Storage & Organisation / Storage Bins & Baskets,2500,1999,Furniture & Décor ,Furniture & Décor , Storage & Organisation , Storage Bins & Baskets,,Huge Laundry Sorter/ Basket With Wheels And Single Compartment,seller,A&A readymade,Huge Laundry Sorter/ Basket With Wheels And Single Compartment price in Nepal,Huge Laundry Sorter/ Basket With Wheels And Single Compartment price in Nepal,"<ul>
	<li>Thick cloth material and solid pipes that ensure extreme durability</li>
	<li>Wheels for easier mobility</li>
	<li>Attractive patterns that look good in every part of the house</li>
	<li>Large/Spacious, easily fits in a lot of dirty laundry</li>
	<li>Lightweight, easy to assemble</li>
	<li>Rolls smoothly on extra wide casters</li>
	<li>Comes in random patterns</li>
	<li>Material not to be confused with the cheaper wired ones available in the market. This product is of extreme good quality.</li>
	<li>Size:&nbsp;55*32*73 cm</li>
</ul>",TRUE,shopify,"Furniture & Décor , Storage & Organisation , Storage Bins & Baskets,",,49243,Huge Laundry Sorter/ Basket With Wheels And Single Compartment49243
Ottoman Storage Chair Box perfect as Storage Organizers and Stool Chair- Capacity 30ltr,"<p>&nbsp;</p>

<ul>
	<li>Attractive and Spacious</li>
	<li>Foldable when not in need</li>
	<li>Can be moved around easily</li>
	<li>Perfect for storage purposes</li>
	<li>Cushioned seat, children can sit on it</li>
	<li>Available in random patterns</li>
	<li>30ltr volume storage</li>
	<li>Size: 12inches * 12 inches<br />
	&nbsp;</li>
</ul>_<div></div>",2,2,https://static-01.daraz.com.np/p/05a43e06e93ab624d57bed5d1a741418.jpg,active,<div></div>,Furniture & Décor / Furniture / Living Room Furniture / Ottomans,1020,755,Furniture & Décor ,Furniture & Décor , Furniture , Living Room Furniture , Ottomans,Ottoman Storage Chair Box perfect as Storage Organizers and Stool Chair- Capacity 30ltr,seller,A&A readymade,Ottoman Storage Chair Box perfect as Storage Organizers and Stool Chair- Capacity 30ltr price in Nepal,Ottoman Storage Chair Box perfect as Storage Organizers and Stool Chair- Capacity 30ltr price in Nepal,"<p>&nbsp;</p>

<ul>
	<li>Attractive and Spacious</li>
	<li>Foldable when not in need</li>
	<li>Can be moved around easily</li>
	<li>Perfect for storage purposes</li>
	<li>Cushioned seat, children can sit on it</li>
	<li>Available in random patterns</li>
	<li>30ltr volume storage</li>
	<li>Size: 12inches * 12 inches<br />
	&nbsp;</li>
</ul>",TRUE,shopify,"Furniture & Décor , Furniture , Living Room Furniture , Ottomans",,49244,Ottoman Storage Chair Box perfect as Storage Organizers and Stool Chair- Capacity 30ltr49244
